date,price,unit,title
08/05/2023,,VND/kg,Gia_tieu
08/04/2023,,VND/kg,Gia_tieu
08/03/2023,,VND/kg,Gia_tieu
08/02/2023,71700,VND/kg,Gia_tieu
08/01/2023,70900,VND/kg,Gia_tieu
07/31/2023,70000,VND/kg,Gia_tieu
07/30/2023,69600,VND/kg,Gia_tieu
07/29/2023,68600,VND/kg,Gia_tieu
07/28/2023,68600,VND/kg,Gia_tieu
07/27/2023,68500,VND/kg,Gia_tieu
07/26/2023,68000,VND/kg,Gia_tieu
07/25/2023,67900,VND/kg,Gia_tieu
07/24/2023,68000,VND/kg,Gia_tieu
07/23/2023,67900,VND/kg,Gia_tieu
07/22/2023,68400,VND/kg,Gia_tieu
07/21/2023,68400,VND/kg,Gia_tieu
07/20/2023,68750,VND/kg,Gia_tieu
07/19/2023,68750,VND/kg,Gia_tieu
07/18/2023,68750,VND/kg,Gia_tieu
07/17/2023,68600,VND/kg,Gia_tieu
07/16/2023,68400,VND/kg,Gia_tieu
07/15/2023,68330,VND/kg,Gia_tieu
07/14/2023,68400,VND/kg,Gia_tieu
07/13/2023,68500,VND/kg,Gia_tieu
07/12/2023,68400,VND/kg,Gia_tieu
07/11/2023,68400,VND/kg,Gia_tieu
07/10/2023,68400,VND/kg,Gia_tieu
07/09/2023,68900,VND/kg,Gia_tieu
07/08/2023,68900,VND/kg,Gia_tieu
07/07/2023,68900,VND/kg,Gia_tieu
07/06/2023,68500,VND/kg,Gia_tieu
07/05/2023,68400,VND/kg,Gia_tieu
07/04/2023,68000,VND/kg,Gia_tieu
07/03/2023,68000,VND/kg,Gia_tieu
07/02/2023,67900,VND/kg,Gia_tieu
07/01/2023,68100,VND/kg,Gia_tieu
06/30/2023,68100,VND/kg,Gia_tieu
06/29/2023,68500,VND/kg,Gia_tieu
06/28/2023,68400,VND/kg,Gia_tieu
06/27/2023,69100,VND/kg,Gia_tieu
06/26/2023,69900,VND/kg,Gia_tieu
06/25/2023,70500,VND/kg,Gia_tieu
06/24/2023,70400,VND/kg,Gia_tieu
06/23/2023,70400,VND/kg,Gia_tieu
06/22/2023,70400,VND/kg,Gia_tieu
06/21/2023,71880,VND/kg,Gia_tieu
06/20/2023,71800,VND/kg,Gia_tieu
06/19/2023,71800,VND/kg,Gia_tieu
06/18/2023,71800,VND/kg,Gia_tieu
06/17/2023,71800,VND/kg,Gia_tieu
06/16/2023,71800,VND/kg,Gia_tieu
06/15/2023,72300,VND/kg,Gia_tieu
06/14/2023,72300,VND/kg,Gia_tieu
06/13/2023,72300,VND/kg,Gia_tieu
06/12/2023,72250,VND/kg,Gia_tieu
06/11/2023,71200,VND/kg,Gia_tieu
06/10/2023,71100,VND/kg,Gia_tieu
06/09/2023,71100,VND/kg,Gia_tieu
06/08/2023,71380,VND/kg,Gia_tieu
06/07/2023,71300,VND/kg,Gia_tieu
06/06/2023,72200,VND/kg,Gia_tieu
06/05/2023,72300,VND/kg,Gia_tieu
06/04/2023,73750,VND/kg,Gia_tieu
06/03/2023,73700,VND/kg,Gia_tieu
06/02/2023,73500,VND/kg,Gia_tieu
06/01/2023,74250,VND/kg,Gia_tieu
05/31/2023,74200,VND/kg,Gia_tieu
05/30/2023,74200,VND/kg,Gia_tieu
05/29/2023,74250,VND/kg,Gia_tieu
05/28/2023,73000,VND/kg,Gia_tieu
05/27/2023,72880,VND/kg,Gia_tieu
05/26/2023,72880,VND/kg,Gia_tieu
05/25/2023,72880,VND/kg,Gia_tieu
05/24/2023,72200,VND/kg,Gia_tieu
05/23/2023,73630,VND/kg,Gia_tieu
05/22/2023,73800,VND/kg,Gia_tieu
05/21/2023,74750,VND/kg,Gia_tieu
05/20/2023,74750,VND/kg,Gia_tieu
05/19/2023,74700,VND/kg,Gia_tieu
05/18/2023,74750,VND/kg,Gia_tieu
05/17/2023,74700,VND/kg,Gia_tieu
05/16/2023,75200,VND/kg,Gia_tieu
05/15/2023,75400,VND/kg,Gia_tieu
05/14/2023,75400,VND/kg,Gia_tieu
05/13/2023,74900,VND/kg,Gia_tieu
05/12/2023,73900,VND/kg,Gia_tieu
05/11/2023,75100,VND/kg,Gia_tieu
05/10/2023,75100,VND/kg,Gia_tieu
