06/30/2023,7.11,%
05/31/2023,6.71,%
04/30/2023,8.11,%
03/31/2023,11.69,%
02/28/2023,11.47,%
01/31/2023,15.46,%
12/31/2022,12.8,%
11/30/2022,17.54,%
10/31/2022,13.69,%
09/30/2022,20.71,%
08/31/2022,32.33,%
07/31/2022,49.53,%
06/30/2022,40.33,%
05/31/2022,28.08,%
04/30/2022,19.48,%
03/31/2022,12.71,%
02/28/2022,10.43,%
01/31/2022,4.06,%
12/31/2021,-2.28,%
11/30/2021,-4.89,%
10/31/2021,-5.22,%
09/30/2021,-8.51,%
08/31/2021,-17.69,%
07/31/2021,-25.47,%
06/30/2021,-21.58,%
05/31/2021,-11.34,%
04/30/2021,-4.07,%
03/31/2021,33.98,%
02/28/2021,8.21,%
01/31/2021,0.69,%
12/31/2020,3.34,%
11/30/2020,7.1,%
10/31/2020,7.7,%
09/30/2020,7.46,%
08/31/2020,4.96,%
07/31/2020,4.01,%
06/30/2020,4.67,%
05/31/2020,2,%
04/30/2020,0.53,%
03/31/2020,-24.18,%
02/29/2020,-5.7,%
01/31/2020,3.99,%
12/31/2019,11.82,%
11/30/2019,9.59,%
10/31/2019,10.96,%
09/30/2019,10.85,%
08/31/2019,12.16,%
07/31/2019,11.7,%
06/30/2019,11.75,%
05/31/2019,12.41,%
04/30/2019,14.06,%
03/31/2019,14.1,%
02/28/2019,14.08,%
01/31/2019,11.52,%
12/31/2018,11.4,%
11/30/2018,11.96,%
10/31/2018,12.07,%
09/30/2018,11.75,%
08/31/2018,11.07,%
07/31/2018,12.12,%
06/30/2018,13.38,%
05/31/2018,11.61,%
04/30/2018,9.43,%
03/31/2018,10.41,%
02/28/2018,10.03,%
01/31/2018,13.31,%
12/31/2017,9.32,%
11/30/2017,10.01,%
10/31/2017,13.83,%
09/30/2017,15.42,%
08/31/2017,13.65,%
07/31/2017,12.7,%
06/30/2017,10.79,%
05/31/2017,10.41,%
04/30/2017,13.06,%
03/31/2017,13.47,%
02/28/2017,13.44,%
01/31/2017,7.4,%
12/31/2016,10.94,%
11/30/2016,8.67,%
10/31/2016,7.4,%
09/30/2016,7.5,%
08/31/2016,9.45,%
07/31/2016,7.78,%
06/30/2016,8.79,%
05/31/2016,10.93,%
04/30/2016,9.83,%
03/31/2016,9.46,%
02/29/2016,8.66,%
01/31/2016,4.25,%
12/31/2015,8.09,%
11/30/2015,7.85,%
10/31/2015,6.42,%
09/30/2015,9.38,%
08/31/2015,10.66,%
